"SEXO","EDAD","TAMUNI","INGRESHOG","TARHOGENTREV_HH","HIJOMENOR","SITLAB","NIVELESTENTREV","GRADACDISC","GRADODESIGUALDAD","VALSALARIOS","VALPOSASC","VALOPEMP","ESCFEMINIS","ESCIDEOL","RELIGION","CUIDADOHIJOS_HH","RECUVOTOG","NIVELESTENTREV_imp","GRADACDISC_imp","GRADODESIGUALDAD_imp","VALSALARIOS_imp","VALPOSASC_imp","VALOPEMP_imp","TARHOGENTREV_HH_media","ESCIDEOL_media","ESCFEMINIS_MEDIA"
"Mujer",63,"10001-50000 habitantes","1100-1800€",2,"Ninguno","Pensionista (no ha trabajado)","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,3,"Católico/a practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,3,9
"Hombre",45,"≤2000 habitantes","Más de 5000€",0,"Tiene hijos/as menores","Trabaja","Educación secundaria","Muy de acuerdo","Casi inexistentes","Igual","Peor","Mejor",5,8,"Católico/a no practicante",0,"PP","Educación secundaria","Muy de acuerdo","Casi inexistentes","Igual","Peor","Mejor",0,8,5
"Hombre",53,"50001-100000 habitantes","Menos de 1100€",2,"Tiene hijos/as menores","En paro, ha trabajado antes","Máster oficial","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",5,2,"Agnóstico/a",5,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Máster oficial","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",2,2,5
"Mujer",39,"50001-100000 habitantes","Más de 5000€",1,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",1,10,"Católico/a practicante",4,"VOX","Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",1,10,1
"Hombre",23,"50001-100000 habitantes","1801-2700€",2,"Ninguno","En paro, ha trabajado antes","Bachillerato","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,7,"Católico/a no practicante",NA,NA,"Bachillerato","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,7,0
"Mujer",50,"50001-100000 habitantes","Menos de 1100€",2,"Ninguno","En paro, ha trabajado antes","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",9,4,"Indiferente, no creyente",NA,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",2,4,9
"Mujer",74,"50001-100000 habitantes","1100-1800€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio",NA,"Muy grandes","Peor","Peor","Igual",10,1,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado medio","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",2.28715767083223,1,10
"Hombre",32,"50001-100000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,1,8
"Mujer",18,"50001-100000 habitantes","1801-2700€",1,"Ninguno","Trabaja","FP básica","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",0,10,"Católico/a practicante",NA,"VOX","FP básica","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",1,10,0
"Mujer",37,"10001-50000 habitantes","3901-5000€",3,"Tiene hijos/as menores","En paro, ha trabajado antes","Grado universitario","Regular","Pequeñas","Igual","Igual","Igual",5,6,"Católico/a practicante",8,NA,"Grado universitario","Regular","Pequeñas","Igual","Igual","Igual",3,6,5
"Hombre",47,"10001-50000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,1,"Ateo/a",3,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,1,8
"Hombre",43,"10001-50000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,5,"Indiferente, no creyente",1,"PP","Arquitectura/ingeniería","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,5,0
"Mujer",46,"10001-50000 habitantes","3901-5000€",1,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,8,"Indiferente, no creyente",NA,"PP","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,8,1
"Mujer",55,"10001-50000 habitantes","2701-3900€",8,"Ninguno","Trabaja","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",10,2,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,2,10
"Mujer",43,"10001-50000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Católico/a practicante",5,"PP","Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",2,5,5
"Mujer",49,"10001-50000 habitantes",NA,NA,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Pequeñas","Igual","Peor","Peor",5,6,"Católico/a no practicante",NA,"N.C.","Licenciatura","Nada de acuerdo","Pequeñas","Igual","Peor","Peor",2.28715767083223,6,5
"Mujer",46,"2001-10000 habitantes","Más de 5000€",3,"Ninguno","Trabaja","Grado universitario","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",4,10,"Católico/a practicante",NA,"VOX","Grado universitario","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,10,4
"Mujer",51,"50001-100000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Católico/a practicante",1,"N.C.","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",2,5,5
"Hombre",82,"50001-100000 habitantes","3901-5000€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Regular","Bastante grandes","Peor","Igual","Peor",5,5,"Católico/a no practicante",NA,"PP","Licenciatura","Regular","Bastante grandes","Peor","Igual","Peor",0,5,5
"Mujer",43,"50001-100000 habitantes","2701-3900€",4,"Tiene hijos/as menores","En paro, ha trabajado antes","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",3,9,"Católico/a no practicante",8,"PP","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",4,9,3
"Hombre",50,"50001-100000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Bastante de acuerdo","Bastante grandes","Peor","Igual","Igual",8,7,"Católico/a no practicante",2,"PP","Licenciatura","Bastante de acuerdo","Bastante grandes","Peor","Igual","Igual",2,7,8
"Mujer",49,"50001-100000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Muy de acuerdo","Pequeñas","Peor","Peor","Igual",0,8,"Ateo/a",0,"PP","Licenciatura","Muy de acuerdo","Pequeñas","Peor","Peor","Igual",2,8,0
"Mujer",24,"50001-100000 habitantes","3901-5000€",0,"Ninguno","En paro, ha trabajado antes","Máster oficial","Poco de acuerdo","Pequeñas","Igual","Igual","Peor",7,5,"Indiferente, no creyente",NA,"PP","Máster oficial","Poco de acuerdo","Pequeñas","Igual","Igual","Peor",0,5,7
"Hombre",33,"50001-100000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",4,1,"Agnóstico/a",NA,NA,"Grado universitario","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",1,1,4
"Hombre",37,"2001-10000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",5,7,"Católico/a no practicante",4,"PP","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",2,7,5
"Mujer",65,"≤2000 habitantes","2701-3900€",NA,"Ninguno","Trabaja","Educación secundaria","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",10,9,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",2.28715767083223,9,10
"Mujer",61,"2001-10000 habitantes","2701-3900€",6,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",10,1,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",6,1,10
"Hombre",56,"2001-10000 habitantes","1801-2700€",0,"Tiene hijos/as menores","Trabaja","Educación secundaria","Regular","Muy grandes","Mejor","Igual","Peor",6,5,"Católico/a no practicante",2,NA,"Educación secundaria","Regular","Muy grandes","Mejor","Igual","Peor",0,5,6
"Hombre",75,"2001-10000 habitantes","3901-5000€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería técnica","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",8,3,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Arquitectura/ingeniería técnica","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",0,3,8
"Mujer",39,"2001-10000 habitantes","1100-1800€",3,"Tiene hijos/as menores","En paro, ha trabajado antes","Títulos propios posgrado","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",5,3,"Creyente de otra religión",7,"SUMAR (Podemos, IU, Más País, etc.)","Títulos propios posgrado","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",3,3,5
"Mujer",83,"10001-50000 habitantes",NA,NA,"Ninguno","Pensionista (no ha trabajado)","Educación secundaria","Poco de acuerdo","Muy grandes","Peor","Igual","Igual",6,5,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Poco de acuerdo","Muy grandes","Peor","Igual","Igual",2.28715767083223,5,6
"Mujer",41,"2001-10000 habitantes","2701-3900€",5,"Tiene hijos/as menores","Trabaja","FP grado medio","Muy de acuerdo",NA,"Peor","Igual","Igual",5,5,"Católico/a no practicante",6,NA,"FP grado medio","Muy de acuerdo","Bastante grandes","Peor","Igual","Igual",5,5,5
"Mujer",64,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Mejor","Mejor","Peor",9,1,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Mejor","Mejor","Peor",2,1,9
"Mujer",73,"2001-10000 habitantes","Menos de 1100€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Nada de acuerdo","Casi inexistentes","Peor","Peor","Peor",7,3,"Agnóstico/a",NA,"N.C.","FP grado superior","Nada de acuerdo","Casi inexistentes","Peor","Peor","Peor",2.28715767083223,3,7
"Mujer",40,"50001-100000 habitantes",NA,1,"Tiene hijos/as menores","Trabajo doméstico no remunerado","Licenciatura","Bastante de acuerdo","Pequeñas","Peor","Peor","Peor",0,8,"Católico/a practicante",5,"PP","Licenciatura","Bastante de acuerdo","Pequeñas","Peor","Peor","Peor",1,8,0
"Hombre",27,"50001-100000 habitantes","1100-1800€",3,"Ninguno","Trabaja","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Peor","Peor",7,3,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Peor","Peor",3,3,7
"Hombre",63,"2001-10000 habitantes","Más de 5000€",0,"Ninguno","Otra situación","Arquitectura/ingeniería técnica","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",5,8,"Católico/a no practicante",NA,"VOX","Arquitectura/ingeniería técnica","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",0,8,5
"Mujer",42,"50001-100000 habitantes","2701-3900€",NA,"Tiene hijos/as menores","Trabaja","Máster oficial","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,8,"Católico/a no practicante",NA,"VOX","Máster oficial","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",2.28715767083223,8,0
"Hombre",30,"50001-100000 habitantes","2701-3900€",8,"Tiene hijos/as menores","Trabaja","Máster oficial","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",10,NA,"Católico/a practicante",16,NA,"Máster oficial","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",8,4.77000264061262,10
"Hombre",68,"50001-100000 habitantes","1801-2700€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",5,8,"Católico/a no practicante",NA,"PP","Bachillerato","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",3,8,5
"Mujer",37,"50001-100000 habitantes","1100-1800€",3,"Tiene hijos/as menores","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,5,"Agnóstico/a",10,"SUMAR (Podemos, IU, Más País, etc.)","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",3,5,8
"Hombre",49,"≤2000 habitantes","Más de 5000€",4,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería","Bastante de acuerdo","Pequeñas","Igual","Mejor","Igual",1,7,"Católico/a practicante",3,"VOX","Arquitectura/ingeniería","Bastante de acuerdo","Pequeñas","Igual","Mejor","Igual",4,7,1
"Mujer",43,"50001-100000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería técnica","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,6,"Católico/a no practicante",8,"VOX","Arquitectura/ingeniería técnica","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",1,6,5
"Mujer",55,"50001-100000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","Bachillerato","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",7,3,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",2,3,7
"Mujer",35,"50001-100000 habitantes","2701-3900€",4,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,1,"Ateo/a",7,"Otro partido","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",4,1,8
"Mujer",51,"50001-100000 habitantes","2701-3900€",5,"Tiene hijos/as menores","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",7,3,"Agnóstico/a",3,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",5,3,7
"Mujer",30,"50001-100000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","Grado universitario","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,5,"Indiferente, no creyente",12,"PP","Grado universitario","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",1,5,8
"Hombre",65,"50001-100000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Pequeñas","Peor","Peor","Igual",9,3,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Nada de acuerdo","Pequeñas","Peor","Peor","Igual",1,3,9
"Mujer",51,"10001-50000 habitantes","1801-2700€",2,"Tiene hijos/as menores","En paro, ha trabajado antes","Máster oficial","Nada de acuerdo","Pequeñas","Igual","Peor","Peor",8,3,NA,1,"N.C.","Máster oficial","Nada de acuerdo","Pequeñas","Igual","Peor","Peor",2,3,8
"Mujer",64,"10001-50000 habitantes","Menos de 1100€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,4,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,4,10
"Hombre",49,"100001-400000 habitantes","1100-1800€",2,"Ninguno","Trabaja","Grado universitario","Bastante de acuerdo","Casi inexistentes","Igual","Mejor","Igual",0,5,"Indiferente, no creyente",NA,NA,"Grado universitario","Bastante de acuerdo","Casi inexistentes","Igual","Mejor","Igual",2,5,0
"Mujer",47,"100001-400000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,1,"Ateo/a",14,"SUMAR (Podemos, IU, Más País, etc.)","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",2,1,8
"Mujer",61,"100001-400000 habitantes","2701-3900€",0,"Ninguno","Trabaja","Bachillerato","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",5,5,"Católico/a no practicante",NA,"N.C.","Bachillerato","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",0,5,5
"Hombre",23,"100001-400000 habitantes","1801-2700€",2,"Ninguno","Trabaja","FP grado medio","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",7,6,"Indiferente, no creyente",NA,"PP","FP grado medio","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",2,6,7
"Hombre",36,"100001-400000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Grado universitario","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",10,3,"Agnóstico/a",NA,NA,"Grado universitario","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",1,3,10
"Mujer",44,"100001-400000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","Otros estudios","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Católico/a no practicante",5,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Otros estudios","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,3,8
"Hombre",48,"100001-400000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Pequeñas","Igual","Igual","Peor",2,5,"Indiferente, no creyente",1,"PP","Licenciatura","Poco de acuerdo","Pequeñas","Igual","Igual","Peor",2,5,2
"Mujer",69,"100001-400000 habitantes",NA,3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Poco de acuerdo","Bastante grandes","Mejor","Igual",NA,8,NA,"Católico/a practicante",NA,NA,"Primaria","Poco de acuerdo","Bastante grandes","Mejor","Igual","Peor",3,4.77000264061262,8
"Mujer",83,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Bastante de acuerdo","Muy grandes","Igual","Peor",NA,0,10,"Católico/a no practicante",NA,"PP","FP grado superior","Bastante de acuerdo","Muy grandes","Igual","Peor","Peor",2,10,0
"Mujer",55,"100001-400000 habitantes","Menos de 1100€",NA,"Ninguno","Trabajo doméstico no remunerado","FP grado superior","Muy de acuerdo","Pequeñas","Peor","Peor","Peor",5,10,"Indiferente, no creyente",NA,"VOX","FP grado superior","Muy de acuerdo","Pequeñas","Peor","Peor","Peor",2.28715767083223,10,5
"Hombre",68,"100001-400000 habitantes","1801-2700€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",6,5,"Indiferente, no creyente",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Primaria","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",5,5,6
"Hombre",25,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Casi inexistentes","Igual","Mejor","Mejor",0,5,"Agnóstico/a",NA,"En blanco","Grado universitario","Poco de acuerdo","Casi inexistentes","Igual","Mejor","Mejor",3,5,0
"Mujer",50,"100001-400000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",7,3,"Católico/a no practicante",4,"SUMAR (Podemos, IU, Más País, etc.)","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",3,3,7
"Hombre",43,"100001-400000 habitantes","1801-2700€",NA,"Tiene hijos/as menores","Trabaja","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,7,"Católico/a no practicante",NA,"PP","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",2.28715767083223,7,5
"Mujer",55,"100001-400000 habitantes","1801-2700€",3,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",9,8,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,8,9
"Hombre",38,"2001-10000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","Grado universitario","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",6,7,"Indiferente, no creyente",0,"VOX","Grado universitario","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",1,7,6
"Mujer",58,"10001-50000 habitantes","3901-5000€",3,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Casi inexistentes","Peor","Peor","Igual",5,5,"Católico/a no practicante",NA,"N.C.","FP grado superior","Poco de acuerdo","Casi inexistentes","Peor","Peor","Igual",3,5,5
"Hombre",50,"100001-400000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,1,"Católico/a no practicante",2,"SUMAR (Podemos, IU, Más País, etc.)","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,1,10
"Mujer",42,"100001-400000 habitantes","Más de 5000€",1,"Tiene hijos/as menores","Trabaja","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Mejor",8,4,"Católico/a no practicante",6,"SUMAR (Podemos, IU, Más País, etc.)","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Mejor",1,4,8
"Mujer",72,"100001-400000 habitantes","1100-1800€",4,"Ninguno","Trabajo doméstico no remunerado","Menos de 5 años escolarización","Nada de acuerdo","Bastante grandes",NA,"Peor","Peor",10,1,"Ateo/a",NA,"Otro partido","Menos de 5 años escolarización","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",4,1,10
"Mujer",60,"100001-400000 habitantes","1801-2700€",6,"Ninguno","Trabajo doméstico no remunerado","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",7,7,"Católico/a no practicante",NA,"N.C.","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",6,7,7
"Hombre",48,"100001-400000 habitantes","1801-2700€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,8,"Católico/a practicante",NA,"VOX","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,8,0
"Mujer",48,"100001-400000 habitantes","1100-1800€",6,"Ninguno","Otra situación","FP grado superior","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",5,5,"Católico/a no practicante",NA,NA,"FP grado superior","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",6,5,5
"Mujer",48,"100001-400000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",9,2,"Indiferente, no creyente",3,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",2,2,9
"Hombre",38,"100001-400000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,1,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,1,10
"Mujer",61,"100001-400000 habitantes","1801-2700€",4,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",10,1,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",4,1,10
"Hombre",49,"100001-400000 habitantes","Más de 5000€",1,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería técnica","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,1,"Indiferente, no creyente",2,"SUMAR (Podemos, IU, Más País, etc.)","Arquitectura/ingeniería técnica","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",1,1,8
"Mujer",52,"100001-400000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,1,"Indiferente, no creyente",2,NA,"FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",2,1,8
"Hombre",41,"100001-400000 habitantes","Menos de 1100€",1,"Ninguno","En paro, ha trabajado antes","FP grado medio","Muy de acuerdo","Pequeñas","Mejor","Mejor","Igual",5,NA,"Ateo/a",NA,"N.C.","FP grado medio","Muy de acuerdo","Pequeñas","Mejor","Mejor","Igual",1,4.77000264061262,5
"Mujer",78,"100001-400000 habitantes","Menos de 1100€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,3,8
"Hombre",59,"100001-400000 habitantes","3901-5000€",1,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",8,9,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",1,9,8
"Mujer",66,"100001-400000 habitantes","1100-1800€",7,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",7,5,"Católico/a no practicante",NA,"N.C.","FP grado superior","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",7,5,7
"Hombre",67,"10001-50000 habitantes","1801-2700€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",6,3,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Arquitectura/ingeniería","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",1,3,6
"Hombre",62,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Doctorado","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Agnóstico/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Doctorado","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",1,3,8
