"SEXO","EDAD","TAMUNI","INGRESHOG","TARHOGENTREV_HH","HIJOMENOR","SITLAB","NIVELESTENTREV","GRADACDISC","GRADODESIGUALDAD","VALSALARIOS","VALPOSASC","VALOPEMP","ESCFEMINIS","ESCIDEOL","RELIGION","RECUVOTOG"
"Hombre",42,"400001-1000000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","FP grado medio","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",NA,5,"Católico/a no practicante","N.C."
"Mujer",25,"400001-1000000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",9,8,"Católico/a no practicante","PP"
"Hombre",43,"400001-1000000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Muy de acuerdo","Bastante grandes","Igual","Igual","Peor",5,7,"Católico/a no practicante","PP"
"Hombre",67,"400001-1000000 habitantes","Más de 5000€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",9,3,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",77,"400001-1000000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería técnica","Poco de acuerdo","Pequeñas","Peor","Igual","Peor",6,7,"Agnóstico/a","PP"
"Hombre",74,"400001-1000000 habitantes","2701-3900€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,1,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",58,"400001-1000000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Bachillerato","Bastante de acuerdo","Bastante grandes","Peor","Peor","Peor",6,5,"Ateo/a","PP"
"Mujer",22,"400001-1000000 habitantes","Menos de 1100€",2,"Ninguno","Estudiante","Grado universitario","Muy de acuerdo","Casi inexistentes","Igual","Peor","Igual",0,7,"Católico/a no practicante","VOX"
"Mujer",80,"400001-1000000 habitantes","1100-1800€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",5,6,"Católico/a no practicante","VOX"
"Hombre",77,"400001-1000000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,1,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",53,"400001-1000000 habitantes","1801-2700€",2,"Tiene hijos/as menores","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,2,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",63,"400001-1000000 habitantes","1100-1800€",2,"Ninguno","Trabaja","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",9,4,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",16,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Estudiante","Educación secundaria","Muy de acuerdo","Pequeñas","Peor","Igual","Igual",4,5,"Creyente de otra religión","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",44,"10001-50000 habitantes","1801-2700€",5,"Ninguno","Trabaja","FP grado medio","Muy de acuerdo","Muy grandes","Igual","Igual","Igual",3,10,"Católico/a no practicante","VOX"
"Mujer",50,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Bastante grandes","Peor","Peor","Igual",7,7,"Católico/a no practicante","VOX"
"Mujer",28,"10001-50000 habitantes","1100-1800€",4,"Tiene hijos/as menores","En paro, ha trabajado antes","Educación secundaria","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",5,5,"Católico/a no practicante","VOX"
"Mujer",38,"10001-50000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","FP grado medio","Muy de acuerdo","Pequeñas","Igual","Peor","Igual",6,8,"Católico/a no practicante","PP"
"Hombre",30,"10001-50000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabaja","FP grado medio","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Peor",2,7,"Católico/a no practicante","VOX"
"Hombre",55,"10001-50000 habitantes","Más de 5000€",0,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",2,6,"Ateo/a","PP"
"Mujer",39,"10001-50000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabajo doméstico no remunerado","Diplomaturas oficiales","Poco de acuerdo","Pequeñas","Igual","Igual",NA,6,5,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",23,"10001-50000 habitantes","2701-3900€",NA,"Ninguno","Trabaja","FP grado medio","Muy de acuerdo","Pequeñas","Igual","Igual","Mejor",5,5,"Creyente de otra religión",NA
"Mujer",33,"10001-50000 habitantes","1801-2700€",4,"Tiene hijos/as menores","Trabaja","FP grado medio","Poco de acuerdo","Muy grandes","Peor","Peor","Igual",10,8,"Ateo/a","PP"
"Mujer",49,"10001-50000 habitantes","1100-1800€",1,"Tiene hijos/as menores","En paro, ha trabajado antes","Otros estudios","Muy de acuerdo","Muy grandes","Peor","Peor","Igual",7,NA,"Creyente de otra religión",NA
"Hombre",19,"10001-50000 habitantes","1100-1800€",4,"Ninguno","Estudiante","Bachillerato","Muy de acuerdo","Casi inexistentes","Igual","Igual","Peor",5,10,"Católico/a no practicante","N.C."
"Hombre",32,"10001-50000 habitantes","3901-5000€",0,"Tiene hijos/as menores","Trabaja","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,2,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",61,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Bastante de acuerdo","Pequeñas","Peor",NA,NA,6,8,"Católico/a no practicante","PP"
"Mujer",45,"10001-50000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,2,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",65,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Trabaja","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,3,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",24,"10001-50000 habitantes","Menos de 1100€",1,"Ninguno","En paro, ha trabajado antes","Grado universitario","Poco de acuerdo","Pequeñas","Peor","Igual","Mejor",5,NA,"Indiferente, no creyente",NA
"Mujer",39,"10001-50000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","Educación secundaria","Muy de acuerdo","Casi inexistentes","Igual","Mejor","Igual",0,10,"Católico/a no practicante","VOX"
"Mujer",56,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",6,8,"Católico/a no practicante","PP"
"Mujer",36,"10001-50000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",8,7,"Indiferente, no creyente","PP"
"Mujer",21,"10001-50000 habitantes","1801-2700€",5,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Pequeñas","Igual","Igual","Peor",5,5,"Católico/a no practicante","En blanco"
"Hombre",38,"10001-50000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabaja","Educación secundaria","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",0,5,"Católico/a no practicante","PP"
"Mujer",54,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,5,"Católico/a practicante","PP"
"Mujer",49,"10001-50000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","Títulos propios posgrado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,6,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",69,"≤2000 habitantes","2701-3900€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Otros estudios","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,3,"Ateo/a","PACMA"
"Hombre",67,"≤2000 habitantes","2701-3900€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,1,"Agnóstico/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",44,"10001-50000 habitantes",NA,5,"Tiene hijos/as menores","Trabajo doméstico no remunerado","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",5,NA,"Católico/a no practicante",NA
"Mujer",40,"2001-10000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Máster oficial","Poco de acuerdo","Casi inexistentes","Peor","Igual","Igual",7,5,"Católico/a practicante","N.C."
"Hombre",81,"2001-10000 habitantes","2701-3900€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Bastante de acuerdo","Pequeñas","Peor","Igual","Igual",7,9,"Católico/a practicante","N.C."
"Hombre",42,"2001-10000 habitantes","1801-2700€",2,"Tiene hijos/as menores","Trabaja","Primaria","Muy de acuerdo","Pequeñas","Igual","Peor","Igual",1,9,"Católico/a practicante","PP"
"Mujer",73,"2001-10000 habitantes","Menos de 1100€",3,"Ninguno","Pensionista (no ha trabajado)","Educación secundaria","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",5,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",76,"2001-10000 habitantes","1100-1800€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería técnica","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",8,4,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",69,"2001-10000 habitantes","1100-1800€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",5,6,"Católico/a practicante","EAJ-PNV (Partido Nacionalista Vasco)"
"Hombre",76,"2001-10000 habitantes","1100-1800€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Bastante de acuerdo","Muy grandes","Peor",NA,"Peor",8,5,"Agnóstico/a","PP"
"Hombre",71,"2001-10000 habitantes","Más de 5000€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,3,"Agnóstico/a","EH Bildu (Euskal Herria Bildu)"
"Mujer",60,"2001-10000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Pequeñas","Peor","Peor","Peor",5,8,"Católico/a practicante","PP"
"Hombre",33,"2001-10000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Pequeñas","Igual","Peor","Peor",7,3,"Católico/a no practicante","EH Bildu (Euskal Herria Bildu)"
"Mujer",60,"≤2000 habitantes","2701-3900€",5,"Ninguno","Trabaja","FP grado medio","Muy de acuerdo","Pequeñas","Peor","Peor","Peor",8,4,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",64,"≤2000 habitantes","1801-2700€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,2,"Ateo/a","EH Bildu (Euskal Herria Bildu)"
"Hombre",49,"≤2000 habitantes","Más de 5000€",3,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Católico/a no practicante","N.C."
"Mujer",42,"≤2000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",7,4,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",44,"≤2000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Muy de acuerdo","Pequeñas","Peor","Igual","Peor",5,6,"Católico/a practicante","N.C."
"Mujer",38,"2001-10000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Doctorado","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",10,1,"Indiferente, no creyente","EH Bildu (Euskal Herria Bildu)"
"Hombre",74,"≤2000 habitantes","3901-5000€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Bastante de acuerdo","Bastante grandes","Igual","Igual","Peor",7,7,"Católico/a practicante","UPN (Unión del Pueblo Navarro)"
"Mujer",49,"≤2000 habitantes","1801-2700€",3,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",8,4,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",21,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Estudiante","Grado universitario","Bastante de acuerdo","Muy grandes","Peor","Peor","Igual",7,5,"Católico/a practicante","Otro partido"
"Mujer",57,"100001-400000 habitantes","2701-3900€",0,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",6,5,"Católico/a no practicante","PP"
"Hombre",69,"100001-400000 habitantes","2701-3900€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",6,2,"Agnóstico/a","EH Bildu (Euskal Herria Bildu)"
"Hombre",20,"100001-400000 habitantes","2701-3900€",1,"Ninguno","Trabaja","FP grado medio","Muy de acuerdo","Casi inexistentes","Igual","Peor","Igual",4,7,"Católico/a practicante","VOX"
"Mujer",61,"100001-400000 habitantes","2701-3900€",3,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",6,5,"Católico/a no practicante","Otro partido"
"Mujer",51,"100001-400000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",9,1,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",60,"100001-400000 habitantes","2701-3900€",NA,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",10,5,"Católico/a no practicante",NA
"Mujer",77,"100001-400000 habitantes","1100-1800€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Bastante de acuerdo","Pequeñas","Igual",NA,"Peor",6,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",67,"100001-400000 habitantes","3901-5000€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,"Católico/a practicante","Otro partido"
"Hombre",69,"100001-400000 habitantes","2701-3900€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,1,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",73,"100001-400000 habitantes","1801-2700€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",10,5,"Católico/a no practicante","UPN (Unión del Pueblo Navarro)"
"Mujer",27,"100001-400000 habitantes","1801-2700€",5,"Ninguno","Trabaja","Licenciatura","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",7,3,NA,NA
"Hombre",32,"100001-400000 habitantes","2701-3900€",1,"Tiene hijos/as menores","En paro, ha trabajado antes","Máster oficial","Bastante de acuerdo","Bastante grandes","Peor","Igual","Igual",8,5,"Agnóstico/a","PP"
"Hombre",67,"100001-400000 habitantes","Más de 5000€",0,"Ninguno","Trabaja","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",6,7,"Católico/a practicante","UPN (Unión del Pueblo Navarro)"
"Hombre",18,"100001-400000 habitantes","Más de 5000€",0,"Ninguno","Estudiante","Bachillerato","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,7,"Indiferente, no creyente","VOX"
"Hombre",51,"100001-400000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Licenciatura","Bastante de acuerdo","Pequeñas","Igual","Peor","Igual",4,8,"Católico/a no practicante","UPN (Unión del Pueblo Navarro)"
"Hombre",51,"100001-400000 habitantes","3901-5000€",2,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Bastante grandes","Igual","Igual","Igual",5,5,"Indiferente, no creyente","Otro partido"
"Mujer",67,"100001-400000 habitantes","2701-3900€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,2,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",62,"100001-400000 habitantes","1100-1800€",1,"Ninguno","Pensionista (no ha trabajado)","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Mejor",5,NA,"Creyente de otra religión",NA
"Hombre",81,"100001-400000 habitantes","2701-3900€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",8,5,"Católico/a practicante","Otro partido"
"Mujer",43,"100001-400000 habitantes","3901-5000€",1,"Tiene hijos/as menores","Otra situación","Licenciatura","Muy de acuerdo","Pequeñas","Peor","Igual","Igual",2,7,"Católico/a practicante","UPN (Unión del Pueblo Navarro)"
"Hombre",34,"100001-400000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería","Bastante de acuerdo","Bastante grandes","Peor","Mejor","Igual",1,6,"Católico/a practicante","PP"
"Mujer",67,"100001-400000 habitantes","2701-3900€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",70,"100001-400000 habitantes","2701-3900€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",35,"2001-10000 habitantes","3901-5000€",4,"Tiene hijos/as menores","Trabaja","Grado universitario","Poco de acuerdo","Pequeñas","Igual","Peor","Peor",5,3,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",39,"2001-10000 habitantes","1801-2700€",2,"Tiene hijos/as menores","En paro, ha trabajado antes","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,8,"Católico/a no practicante","PP"
"Hombre",86,"≤2000 habitantes","1801-2700€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Nada de acuerdo","Casi inexistentes","Peor","Igual",NA,5,NA,"Católico/a no practicante","N.C."
"Mujer",65,"≤2000 habitantes","1801-2700€",8,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Máster oficial","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",10,5,NA,"SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",50,"≤2000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Arquitectura/ingeniería técnica","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",5,4,"Agnóstico/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",66,"10001-50000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",8,7,"Católico/a no practicante","EH Bildu (Euskal Herria Bildu)"
"Hombre",76,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Bastante de acuerdo","Pequeñas","Mejor","Igual","Igual",1,5,"Católico/a no practicante","UPN (Unión del Pueblo Navarro)"
"Mujer",32,"2001-10000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",6,1,"Indiferente, no creyente","EH Bildu (Euskal Herria Bildu)"
"Hombre",39,"10001-50000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Peor","Igual",5,3,"Ateo/a","N.C."
"Mujer",69,"10001-50000 habitantes","2701-3900€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,3,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",72,"≤2000 habitantes","Menos de 1100€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",73,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,10,"Ateo/a","EH Bildu (Euskal Herria Bildu)"
"Hombre",37,"100001-400000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,2,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",45,"100001-400000 habitantes","2701-3900€",4,"Tiene hijos/as menores","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,2,"Ateo/a","EH Bildu (Euskal Herria Bildu)"
"Hombre",30,"100001-400000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",9,2,"Ateo/a","EH Bildu (Euskal Herria Bildu)"
"Mujer",45,"100001-400000 habitantes","Más de 5000€",0,"Ninguno","Trabaja","Títulos propios posgrado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,3,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",50,"100001-400000 habitantes","1801-2700€",1,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Pequeñas","Igual","Mejor","Peor",7,8,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",75,"100001-400000 habitantes","1100-1800€",2,"Ninguno","Pensionista (no ha trabajado)","Educación secundaria","Muy de acuerdo","Bastante grandes","Igual","Peor","Peor",4,4,"Católico/a practicante","N.C."
"Mujer",43,"100001-400000 habitantes","1100-1800€",NA,"Tiene hijos/as menores","En paro, ha trabajado antes","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,3,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",70,"100001-400000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,4,"Agnóstico/a","EAJ-PNV (Partido Nacionalista Vasco)"
"Hombre",20,"100001-400000 habitantes","2701-3900€",1,"Ninguno","Estudiante","Bachillerato","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",6,6,"Indiferente, no creyente","PP"
"Mujer",49,"100001-400000 habitantes","3901-5000€",5,"Tiene hijos/as menores","Trabaja","FP grado superior","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",5,1,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",35,"100001-400000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Grado universitario","Nada de acuerdo","Bastante grandes","Igual","Igual","Mejor",6,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",47,"100001-400000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Mejor","Mejor",5,7,"Católico/a no practicante","PP"
"Hombre",65,"100001-400000 habitantes","Más de 5000€",NA,"Ninguno","Trabaja","FP grado superior","Bastante de acuerdo","Bastante grandes","Peor","Peor","Igual",7,5,"Católico/a no practicante","N.C."
"Mujer",88,"100001-400000 habitantes","1100-1800€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Poco de acuerdo","Muy grandes","Igual","Igual","Peor",NA,NA,"Católico/a practicante","N.C."
"Hombre",83,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor",NA,8,5,"Católico/a practicante","PP"
"Hombre",56,"100001-400000 habitantes","3901-5000€",6,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Muy grandes","Igual","Igual","Peor",5,3,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",54,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Católico/a practicante","PACMA"
"Mujer",82,"100001-400000 habitantes","1100-1800€",3,"Ninguno","Otra situación","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",7,3,"Católico/a no practicante","EH Bildu (Euskal Herria Bildu)"
"Mujer",68,"100001-400000 habitantes","3901-5000€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",5,5,"Católico/a practicante","N.C."
"Hombre",52,"2001-10000 habitantes","1801-2700€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",7,2,"Agnóstico/a","EH Bildu (Euskal Herria Bildu)"
"Mujer",27,"10001-50000 habitantes","1801-2700€",2,"Tiene hijos/as menores","Trabaja","Educación secundaria","Muy de acuerdo","Muy grandes","Igual","Igual","Igual",3,5,"Católico/a no practicante","N.C."
"Mujer",34,"10001-50000 habitantes","1100-1800€",5,"Tiene hijos/as menores","Trabaja","Licenciatura","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",6,1,"Creyente de otra religión","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",49,"10001-50000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,5,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",63,"10001-50000 habitantes","2701-3900€",3,"Ninguno","Trabajo doméstico no remunerado","FP grado superior","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",7,4,"Católico/a no practicante","EAJ-PNV (Partido Nacionalista Vasco)"
"Hombre",79,"10001-50000 habitantes","3901-5000€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Muy de acuerdo","Pequeñas","Peor","Igual",NA,5,7,"Agnóstico/a","N.C."
